# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 5K of event 'cycles'
# Event count (approx.): 4546231725
#
# Overhead        Period  Command          Shared Object         Symbol                                                                                                                                                                    
# ........  ............  ...............  ....................  ..........................................................................................................................................................................
#
     0.02%        891097  java             libjvm.so             [.] ClassFileParser::parse_classfile_sourcefile_attribute
     0.02%        891090  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::split_thru_phi
     0.02%        891058  java             libjvm.so             [.] StackMapTable::StackMapTable
     0.02%        891053  java             [kernel.kallsyms]     [k] path_lookupat
     0.02%        891022  java             [JIT] tid 157535      [.] 0x00007fe155cd3e40
     0.02%        891021  C2 CompilerThre  [kernel.kallsyms]     [k] down_write_killable
     0.02%        890996  java             [JIT] tid 157535      [.] 0x00007fe155cd2288
     0.02%        890974  java             libc.so.6             [.] _int_free
     0.02%        890928  C2 CompilerThre  libjvm.so             [.] GraphKit::clone_map
     0.02%        890916  java             [JIT] tid 157535      [.] 0x00007fe15d1bf1cf
     0.02%        890901  java             [JIT] tid 157535      [.] 0x00007fe155c616a0
     0.02%        890896  java             [JIT] tid 157535      [.] 0x00007fe1556dc277
     0.02%        890877  java             libjvm.so             [.] ClassVerifier::get_newarray_type
     0.02%        890868  C2 CompilerThre  [kernel.kallsyms]     [k] __rcu_read_unlock
     0.02%        890865  C2 CompilerThre  libjvm.so             [.] CmpINode::Ideal
     0.02%        890803  java             [JIT] tid 157535      [.] 0x00007fe1556cfc86
     0.02%        890787  java             [JIT] tid 157535      [.] 0x00007fe1556e3f49
     0.02%        890753  java             [JIT] tid 157535      [.] 0x00007fe1556de833
     0.02%        890751  C2 CompilerThre  libjvm.so             [.] Compile::too_many_traps
     0.02%        890716  C2 CompilerThre  libjvm.so             [.] ParmNode::is_CFG
     0.02%        890704  C1 CompilerThre  libjvm.so             [.] Assembler::addl
     0.02%        890702  java             [JIT] tid 157535      [.] 0x00007fe155dff962
     0.02%        890666  java             [JIT] tid 157535      [.] 0x00007fe155cadf51
     0.02%        890625  java             [JIT] tid 157535      [.] 0x00007fe1556e6ddb
     0.02%        890538  C2 CompilerThre  libjvm.so             [.] Arena::destruct_contents
     0.02%        890538  C2 CompilerThre  libjvm.so             [.] State::_sub_Op_If
     0.02%        890536  java             [JIT] tid 157535      [.] 0x00007fe155c78924
     0.02%        890509  java             libjvm.so             [.] CodeHeap::allocated_capacity
     0.02%        890497  C2 CompilerThre  libjvm.so             [.] MachSpillCopyNode::ideal_reg
     0.02%        890471  java             [JIT] tid 157535      [.] 0x00007fe15d1a7840
     0.02%        890447  C2 CompilerThre  libjvm.so             [.] labelOper::label
     0.02%        890428  C2 CompilerThre  libjvm.so             [.] CallStaticJavaNode::Ideal
     0.02%        890416  java             [JIT] tid 157535      [.] 0x00007fe155c8d55c
     0.02%        890401  java             [JIT] tid 157535      [.] 0x00007fe155cd94ed
     0.02%        890389  java             libjvm.so             [.] CodeHeap::find_blob_unsafe
     0.02%        890339  java             [kernel.kallsyms]     [k] user_path_at_empty
     0.02%        890339  java             libjvm.so             [.] metaspace::FreeBlocks::remove_block
     0.02%        890288  java             [JIT] tid 157535      [.] 0x00007fe1556db6de
     0.02%        890273  java             [JIT] tid 157535      [.] 0x00007fe1556df903
     0.02%        890232  java             [JIT] tid 157535      [.] 0x00007fe1556e7f6e
     0.02%        890229  C2 CompilerThre  libjvm.so             [.] GraphKit::null_check_common
     0.02%        890200  C2 CompilerThre  libjvm.so             [.] IdealLoopTree::iteration_split_impl
     0.02%        890168  java             [JIT] tid 157535      [.] 0x00007fe15d1c3c99
     0.02%        890148  C2 CompilerThre  libjvm.so             [.] RegionNode::bottom_type
     0.02%        890104  java             libjvm.so             [.] CodeCache::reverse_free_ratio
     0.02%        890070  C1 CompilerThre  libjvm.so             [.] GraphBuilder::block_at
     0.02%        890066  java             [JIT] tid 157535      [.] 0x00007fe155cafebd
     0.02%        890038  C2 CompilerThre  libjvm.so             [.] State::_sub_Op_CmpN
     0.02%        890037  java             [kernel.kallsyms]     [k] __update_load_avg_se
     0.02%        889998  C1 CompilerThre  libjvm.so             [.] GraphBuilder::ScopeData::add_to_work_list
     0.02%        889977  java             [kernel.kallsyms]     [k] update_cfs_group
     0.02%        889965  C1 CompilerThre  libjvm.so             [.] MethodData::profile_arguments
     0.02%        889897  java             libjvm.so             [.] parse_annotations
     0.02%        889895  java             libc.so.6             [.] pthread_mutex_unlock@@GLIBC_2.2.5
     0.02%        889879  java             [JIT] tid 157535      [.] 0x00007fe15d1e4b0d
     0.02%        889870  java             libjvm.so             [.] CompileBroker::compile_queue
     0.02%        889782  java             [JIT] tid 157535      [.] 0x00007fe15d1cf6d4
     0.02%        889744  C2 CompilerThre  libjvm.so             [.] BoolNode::hash
     0.02%        889735  java             libjvm.so             [.] java_lang_reflect_Field::clazz
     0.02%        889727  java             [JIT] tid 157535      [.] 0x00007fe1556ea5af
     0.02%        889721  C2 CompilerThre  libjvm.so             [.] Location::write_on
     0.02%        889719  C1 CompilerThre  [kernel.kallsyms]     [k] llist_add_batch
     0.02%        889704  java             [JIT] tid 157535      [.] 0x00007fe155cad1c5
     0.02%        889694  java             [JIT] tid 157535      [.] 0x00007fe1556e6b9b
     0.02%        889680  java             [kernel.kallsyms]     [k] xfs_vn_getattr
     0.02%        889665  java             [JIT] tid 157535      [.] 0x00007fe155c8255e
     0.02%        889619  java             [JIT] tid 157535      [.] 0x00007fe155d655ff
     0.02%        889615  java             [JIT] tid 157535      [.] 0x00007fe155e0501f
     0.02%        889559  java             [JIT] tid 157535      [.] 0x00007fe155cb032c
     0.02%        889544  java             [JIT] tid 157535      [.] 0x00007fe15d1e38a7
     0.02%        889534  java             [kernel.kallsyms]     [k] get_obj_cgroup_from_current
     0.02%        889510  java             [JIT] tid 157535      [.] 0x00007fe1556e7c10
     0.02%        889371  java             [JIT] tid 157535      [.] 0x00007fe1556db5f6
     0.02%        889364  java             libjvm.so             [.] java_lang_ClassLoader::non_reflection_class_loader
     0.02%        889316  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::adjust_high_pressure_index
     0.02%        889308  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::Union
     0.02%        889300  java             libjvm.so             [.] UTF8::unicode_length
     0.02%        889273  C2 CompilerThre  libjvm.so             [.] AddPNode::Value
     0.02%        889215  java             libjvm.so             [.] MemAllocator::Allocation::notify_allocation_jvmti_sampler
     0.02%        889169  java             libjvm.so             [.] ClassFileParser::~ClassFileParser
     0.02%        889142  java             libjvm.so             [.] VerificationType::get_component
     0.02%        889137  java             libjvm.so             [.] methodHandle::operator=
     0.02%        889112  C2 CompilerThre  libjvm.so             [.] GraphKit::set_predefined_input_for_runtime_call
     0.02%        889110  java             [JIT] tid 157535      [.] 0x00007fe155dc902c
     0.02%        889069  java             [JIT] tid 157535      [.] 0x00007fe1556d83ab
     0.02%        889049  java             libjvm.so             [.] skip_annotation
     0.02%        889038  java             [JIT] tid 157535      [.] 0x00007fe155d87fc4
     0.02%        889016  java             [JIT] tid 157535      [.] 0x00007fe1556e53c7
     0.02%        889014  java             [JIT] tid 157535      [.] 0x00007fe1556e5490
     0.02%        888993  java             [JIT] tid 157535      [.] 0x00007fe155c80ee4
     0.02%        888972  C2 CompilerThre  libjvm.so             [.] SuperWord::SuperWord
     0.02%        888971  java             [kernel.kallsyms]     [k] llist_add_batch
     0.02%        888970  java             [JIT] tid 157535      [.] 0x00007fe1557cf01e
     0.02%        888960  java             [kernel.kallsyms]     [k] ktime_get_coarse_real_ts64
     0.02%        888954  java             [JIT] tid 157535      [.] 0x00007fe1556d8792
     0.02%        888921  java             [JIT] tid 157535      [.] 0x00007fe155d868d8
     0.02%        888913  C2 CompilerThre  libjvm.so             [.] MachSpillCopyNode::implementation
     0.02%        888908  java             libc.so.6             [.] sysmalloc
     0.02%        888897  java             [JIT] tid 157535      [.] 0x00007fe155d64684
     0.02%        888884  java             [JIT] tid 157535      [.] 0x00007fe155e69ae0
     0.02%        888843  java             [JIT] tid 157535      [.] 0x00007fe155c860e4
     0.02%        888825  java             [JIT] tid 157535      [.] 0x00007fe1556e7145
     0.02%        888822  java             [JIT] tid 157535      [.] 0x00007fe1556cfff5
     0.02%        888793  C1 CompilerThre  libjvm.so             [.] Invoke::visit
     0.02%        888780  java             libjvm.so             [.] InstanceKlass::initialize
     0.02%        888700  java             libjvm.so             [.] ClassFileParser::verify_legal_class_modifiers
     0.02%        888698  java             libjava.so            [.] JVM_InternString@plt
     0.02%        888687  java             [JIT] tid 157535      [.] 0x00007fe1556dc159
     0.02%        888672  java             [JIT] tid 157535      [.] 0x00007fe1556e88b6
     0.02%        888598  java             [JIT] tid 157535      [.] 0x00007fe155e8b187
     0.02%        888594  java             [JIT] tid 157535      [.] 0x00007fe155eceef0
     0.02%        888579  C2 CompilerThre  libjvm.so             [.] AbstractInterpreter::bytecode_should_reexecute
     0.02%        888554  java             libjvm.so             [.] UNICODE::as_utf8<signed char>
     0.02%        888533  java             [JIT] tid 157535      [.] 0x00007fe1556e5473
     0.02%        888531  C2 CompilerThre  libjvm.so             [.] PhiNode::Ideal
     0.02%        888515  java             libjvm.so             [.] SharedRuntime::resolve_sub_helper_internal
     0.02%        888503  java             libjvm.so             [.] Verifier::verify
     0.02%        888486  java             [JIT] tid 157535      [.] 0x00007fe15d2062a7
     0.02%        888484  java             libjvm.so             [.] nmethod::is_zombie
     0.02%        888446  java             [JIT] tid 157535      [.] 0x00007fe155d86bcb
     0.02%        888435  java             libjvm.so             [.] ClassVerifier::verify_exception_handler_table
     0.02%        888432  java             [JIT] tid 157535      [.] 0x00007fe155d2adc2
     0.02%        888426  java             [JIT] tid 157535      [.] 0x00007fe1556eb8fc
     0.02%        888421  java             libjvm.so             [.] LoopPredicate::apply
     0.02%        888412  java             [JIT] tid 157535      [.] 0x00007fe1556e53c0
     0.02%        888400  C2 CompilerThre  libjvm.so             [.] Parse::adjust_map_after_if
     0.02%        888379  java             libjvm.so             [.] ConstMethod::checked_exceptions_length_addr
     0.02%        888321  C2 CompilerThre  libjvm.so             [.] Assembler::decl
     0.02%        888315  java             [JIT] tid 157535      [.] 0x00007fe155d2a824
     0.02%        888289  java             [JIT] tid 157535      [.] 0x00007fe1556dea53
     0.02%        888232  java             [JIT] tid 157535      [.] 0x00007fe1556e93ca
     0.02%        888230  C1 CompilerThre  libjvm.so             [.] LIR_Op1::emit_code
     0.02%        888225  C2 CompilerThre  libjvm.so             [.] Dict::operator[]
     0.02%        888201  java             libjvm.so             [.] klassVtable::initialize_vtable_and_check_constraints
     0.02%        888198  java             [kernel.kallsyms]     [k] atime_needs_update
     0.02%        888178  java             libjvm.so             [.] ClassFileParser::parse_generic_signature_attribute
     0.02%        888168  java             libjvm.so             [.] HandleMark::initialize
     0.02%        888151  java             libjvm.so             [.] SignatureIterator::return_type
     0.02%        888136  java             [kernel.kallsyms]     [k] vmware_sched_clock
     0.02%        888132  java             [JIT] tid 157535      [.] 0x00007fe155c70511
     0.02%        888130  java             [JIT] tid 157535      [.] 0x00007fe155e4b2b8
     0.02%        888120  java             [JIT] tid 157535      [.] 0x00007fe1557026ae
     0.02%        888085  java             libjvm.so             [.] ProtectionDomainCacheTable::get
     0.02%        888081  java             [JIT] tid 157535      [.] 0x00007fe155e32d59
     0.02%        888048  java             [JIT] tid 157535      [.] 0x00007fe1556e3c8e
     0.02%        888015  java             [JIT] tid 157535      [.] 0x00007fe1556db75d
     0.02%        888011  java             [kernel.kallsyms]     [k] __mem_cgroup_threshold
     0.02%        888003  java             libjvm.so             [.] jio_vsnprintf
     0.02%        887953  C2 CompilerThre  libjvm.so             [.] ValueRecorder<_jobject*>::size
     0.02%        887947  java             ld-linux-x86-64.so.2  [.] _dl_relocate_object
     0.02%        887905  java             libjvm.so             [.] Method::invocation_count
     0.02%        887898  java             libjvm.so             [.] CallPredicate::apply
     0.02%        887884  java             [JIT] tid 157535      [.] 0x00007fe155ee3bc7
     0.02%        887834  java             [JIT] tid 157535      [.] 0x00007fe1556df292
     0.02%        887827  java             [JIT] tid 157535      [.] 0x00007fe1556eb747
     0.02%        887815  C2 CompilerThre  [kernel.kallsyms]     [k] native_flush_tlb_multi
     0.02%        887804  C1 CompilerThre  libjvm.so             [.] BlockEnd::set_begin
     0.02%        887798  java             [JIT] tid 157535      [.] 0x00007fe155cf3984
     0.02%        887795  java             [JIT] tid 157535      [.] 0x00007fe155d7012b
     0.02%        887791  C1 CompilerThre  libc.so.6             [.] _int_malloc
     0.02%        887743  C1 CompilerThre  libjvm.so             [.] ValueMap::ValueMap
     0.02%        887743  java             libjvm.so             [.] DepChange::ContextStream::next
     0.02%        887729  java             libjvm.so             [.] Symbol::try_increment_refcount
     0.02%        887699  java             [JIT] tid 157535      [.] 0x00007fe1556eaef2
     0.02%        887636  java             [JIT] tid 157535      [.] 0x00007fe1556e8340
     0.02%        887611  java             [JIT] tid 157535      [.] 0x00007fe1556e2383
     0.02%        887583  java             [kernel.kallsyms]     [k] __vma_adjust
     0.02%        887561  java             [JIT] tid 157535      [.] 0x00007fe1556e710b
     0.02%        887554  java             libjvm.so             [.] JVM_InitClassName
     0.02%        887539  java             [JIT] tid 157535      [.] 0x00007fe155d29037
     0.02%        887538  C1 CompilerThre  libjvm.so             [.] Instruction::update_exception_state
     0.02%        887522  C2 CompilerThre  libjvm.so             [.] MachProjNode::out_RegMask
     0.02%        887482  java             libjvm.so             [.] KlassFactory::create_from_stream
     0.02%        887467  C2 CompilerThre  [kernel.kallsyms]     [k] __update_blocked_fair
     0.02%        887444  C2 CompilerThre  libjvm.so             [.] SignatureStream::SignatureStream
     0.02%        887413  java             [JIT] tid 157535      [.] 0x00007fe1556eb1f1
     0.02%        887362  java             libjvm.so             [.] AccessInternal::PostRuntimeDispatch<CardTableBarrierSet::AccessBarrier<594020ul, CardTableBarrierSet>, (AccessInternal::BarrierType)2, 594020ul>::oop_access_barrier
     0.02%        887265  java             [JIT] tid 157535      [.] 0x00007fe1556ddcd3
     0.02%        887255  java             [JIT] tid 157535      [.] 0x00007fe155c82898
     0.02%        887213  java             libjvm.so             [.] AccessInternal::PostRuntimeDispatch<CardTableBarrierSet::AccessBarrier<282726ul, CardTableBarrierSet>, (AccessInternal::BarrierType)3, 282726ul>::oop_access_barrier
     0.02%        887208  java             [JIT] tid 157535      [.] 0x00007fe1556e960e
     0.02%        887193  java             [JIT] tid 157535      [.] 0x00007fe155e3f421
     0.02%        887128  java             [JIT] tid 157535      [.] 0x00007fe155d6f4e7
     0.02%        887082  java             libjvm.so             [.] CompilationPolicy::compile_if_required
     0.02%        886994  C2 CompilerThre  libjvm.so             [.] CodeBuffer::relocate_code_to
     0.02%        886895  java             [JIT] tid 157535      [.] 0x00007fe155cde40b
     0.02%        886853  java             [JIT] tid 157535      [.] 0x00007fe1556d823c
     0.02%        886797  java             [JIT] tid 157535      [.] 0x00007fe1556e95d3
     0.02%        886772  java             [JIT] tid 157535      [.] 0x00007fe155ecbf0c
     0.02%        886748  java             [kernel.kallsyms]     [k] mark_wake_futex
     0.02%        886747  java             libjvm.so             [.] JVM_ConstantPoolGetUTF8At
     0.02%        886737  java             [JIT] tid 157535      [.] 0x00007fe155ce51fc
     0.02%        886736  java             [JIT] tid 157535      [.] 0x00007fe15d1e4065
     0.02%        886720  java             libjvm.so             [.] metaspace::FreeChunkListVector::search_chunk_ascending
     0.02%        886667  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::loop_predication_impl_helper
     0.02%        886664  java             [JIT] tid 157535      [.] 0x00007fe1556cffd0
     0.02%        886626  java             [JIT] tid 157535      [.] 0x00007fe155eb4f44
     0.02%        886590  java             [JIT] tid 157535      [.] 0x00007fe155df2a39
     0.02%        886566  C2 CompilerThre  libjvm.so             [.] MachNode::in_RegMask
     0.02%        886532  java             [JIT] tid 157535      [.] 0x00007fe1556e29fd
     0.02%        886517  java             [JIT] tid 157535      [.] 0x00007fe15d1b0d72
     0.02%        886480  java             [JIT] tid 157535      [.] 0x00007fe1556d8350
     0.02%        886448  java             libjvm.so             [.] SymbolPropertyTable::find_entry
     0.02%        886442  java             libjvm.so             [.] java_lang_Class::protection_domain
     0.02%        886425  java             libjvm.so             [.] ObjectLocker::ObjectLocker
     0.02%        886415  java             [JIT] tid 157535      [.] 0x00007fe1556e23c5
     0.02%        886411  java             [JIT] tid 157535      [.] 0x00007fe155cffb07
     0.02%        886409  java             libjvm.so             [.] metaspace::VirtualSpaceNode::split
     0.02%        886381  java             libjvm.so             [.] JNIHandles::make_local
     0.02%        886379  java             [JIT] tid 157535      [.] 0x00007fe1556eb0c1
     0.02%        886354  C1 CompilerThre  libjvm.so             [.] Instruction::state_values_do
     0.02%        886331  C2 CompilerThre  libjvm.so             [.] Dependencies::find_unique_concrete_method
     0.02%        886331  C2 CompilerThre  libjvm.so             [.] SafePointNode::set_local
     0.02%        886303  java             libjvm.so             [.] reflect_ConstantPool::create
     0.02%        886300  java             libjvm.so             [.] InstanceKlass::call_class_initializer
     0.02%        886296  java             libjvm.so             [.] CompilerConfig::scaled_freq_log
     0.02%        886266  java             [JIT] tid 157535      [.] 0x00007fe155d0507d
     0.02%        886239  java             [JIT] tid 157535      [.] 0x00007fe1556e2389
     0.02%        886222  C2 CompilerThre  libjvm.so             [.] PhaseConservativeCoalesce::copy_copy
     0.02%        886201  java             [JIT] tid 157535      [.] 0x00007fe15d1af5b9
     0.02%        886169  java             [JIT] tid 157535      [.] 0x00007fe1556db4f2
     0.02%        886167  java             [JIT] tid 157535      [.] 0x00007fe1556de9dc
     0.02%        886164  java             [JIT] tid 157535      [.] 0x00007fe1556dc388
     0.02%        886150  java             [JIT] tid 157535      [.] 0x00007fe1556e00b5
     0.02%        886148  C2 CompilerThre  libjvm.so             [.] ciEnv::get_method_by_index_impl
     0.02%        886131  C2 CompilerThre  libjvm.so             [.] os::available_memory
     0.02%        886121  java             [JIT] tid 157535      [.] 0x00007fe1556e3f5b
     0.02%        886116  C2 CompilerThre  libc.so.6             [.] __memset_avx2_unaligned
     0.02%        886099  java             [JIT] tid 157535      [.] 0x00007fe15d1a6b34
     0.02%        886086  java             [kernel.kallsyms]     [k] do_anonymous_page
     0.02%        886071  java             [JIT] tid 157535      [.] 0x00007fe15d1b0ca7
     0.02%        886011  java             [kernel.kallsyms]     [k] mutex_lock
     0.02%        885987  java             libjvm.so             [.] JavaThread::is_Java_thread
     0.02%        885939  java             [JIT] tid 157535      [.] 0x00007fe1556df2fe
     0.02%        885905  C2 CompilerThre  [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.02%        885904  java             [JIT] tid 157535      [.] 0x00007fe155cd3346
     0.02%        885885  java             libjvm.so             [.] SharedRuntime::resolve_opt_virtual_call_C
     0.02%        885881  java             [JIT] tid 157535      [.] 0x00007fe1556e7038
     0.02%        885812  java             [JIT] tid 157535      [.] 0x00007fe155cadfdc
     0.02%        885807  java             [JIT] tid 157535      [.] 0x00007fe1556e2634
     0.02%        885755  java             [JIT] tid 157535      [.] 0x00007fe155d0eee2
     0.02%        885751  java             libjvm.so             [.] FieldLayoutBuilder::compute_regular_layout
     0.02%        885749  C1 CompilerThre  libjvm.so             [.] LIRGenerator::increment_counter
     0.02%        885654  java             [JIT] tid 157535      [.] 0x00007fe155c9059c
     0.02%        885648  java             libjvm.so             [.] PSVirtualSpace::contains
     0.02%        885639  java             [JIT] tid 157535      [.] 0x00007fe1556e1603
     0.02%        885629  java             [JIT] tid 157535      [.] 0x00007fe155d65055
     0.02%        885613  java             [JIT] tid 157535      [.] 0x00007fe15d1f0200
     0.02%        885607  java             libjvm.so             [.] InstanceKlass::link_methods
     0.02%        885604  C2 CompilerThre  libjvm.so             [.] shrI_rReg_immNode::emit
     0.02%        885593  java             [JIT] tid 157535      [.] 0x00007fe1556ebd6f
     0.02%        885525  java             [JIT] tid 157535      [.] 0x00007fe1556fff04
     0.02%        885514  java             libjvm.so             [.] SystemDictionary::check_signature_loaders
     0.02%        885494  C2 CompilerThre  libjvm.so             [.] MemBarReleaseNode::Opcode
     0.02%        885440  java             libjvm.so             [.] StringTable::intern
     0.02%        885406  java             [JIT] tid 157535      [.] 0x00007fe155de53c3
     0.02%        885385  java             libc.so.6             [.] pthread_cond_broadcast@@GLIBC_2.3.2
     0.02%        885376  java             [JIT] tid 157535      [.] 0x00007fe155c771e7
     0.02%        885372  java             [JIT] tid 157535      [.] 0x00007fe1556e9667
     0.02%        885363  java             libjvm.so             [.] UNICODE::utf8_length<signed char>
     0.02%        885345  java             libjava.so            [.] verifyFixClassname
     0.02%        885284  java             [JIT] tid 157535      [.] 0x00007fe1556e577e
     0.02%        885257  java             [JIT] tid 157535      [.] 0x00007fe155c7d784
     0.02%        885257  java             libjvm.so             [.] CompilationPolicy::common<CallPredicate>
     0.02%        885247  java             [JIT] tid 157535      [.] 0x00007fe1556e027e
     0.02%        885205  java             [JIT] tid 157535      [.] 0x00007fe1556de952
     0.02%        885164  java             libjvm.so             [.] ClassFileParser::parse_classfile_attributes
     0.02%        885125  C2 CompilerThre  libjvm.so             [.] ConvI2LNode::Ideal
     0.02%        885085  C1 CompilerThre  libc.so.6             [.] __GI___pthread_mutex_unlock_usercnt
     0.02%        885067  C2 CompilerThre  libjvm.so             [.] rFlagsRegUOper::type
     0.02%        885046  java             [JIT] tid 157535      [.] 0x00007fe155ec3f1c
     0.02%        885012  C2 CompilerThre  libjvm.so             [.] RegMask::clear_to_sets
     0.02%        884980  java             [JIT] tid 157535      [.] 0x00007fe1556e2a02
     0.02%        884934  java             [kernel.kallsyms]     [k] putname
     0.02%        884920  C2 CompilerThre  libjvm.so             [.] State::DFA
     0.02%        884879  java             [JIT] tid 157535      [.] 0x00007fe155e1ef27
     0.02%        884869  java             [JIT] tid 157535      [.] 0x00007fe1556eb7df
     0.02%        884839  java             [JIT] tid 157535      [.] 0x00007fe155d8afcf
     0.02%        884839  java             [JIT] tid 157535      [.] 0x00007fe15d1a71c7
     0.02%        884824  java             [JIT] tid 157535      [.] 0x00007fe155e855ab
     0.02%        884813  java             [JIT] tid 157535      [.] 0x00007fe1556ea665
     0.02%        884802  java             [JIT] tid 157535      [.] 0x00007fe155dd2a44
     0.02%        884778  java             libjvm.so             [.] GrowableArrayWithAllocator<Symbol*, GrowableArray<Symbol*> >::grow
     0.02%        884768  java             [JIT] tid 157535      [.] 0x00007fe1556e95ed
     0.02%        884746  java             [kernel.kallsyms]     [k] set_root
     0.02%        884650  C1 CompilerThre  libjvm.so             [.] DirectivesStack::getMatchingDirective
     0.02%        884608  java             libc.so.6             [.] __memchr_avx2
     0.02%        884595  java             [JIT] tid 157535      [.] 0x00007fe1556ddcd8
     0.02%        884563  java             libjvm.so             [.] ClassFileParser::post_process_parsed_stream
     0.02%        884492  java             [JIT] tid 157535      [.] 0x00007fe1556db4f8
     0.02%        884446  java             libjvm.so             [.] SharedRuntime::resolve_sub_helper
     0.02%        884409  java             [kernel.kallsyms]     [k] __entry_text_start
     0.02%        884407  java             [JIT] tid 157535      [.] 0x00007fe1556e3786
     0.02%        884271  java             [JIT] tid 157535      [.] 0x00007fe1556e6701
     0.02%        884244  java             libjvm.so             [.] Assembler::movl
     0.02%        884234  java             libjvm.so             [.] CompilerOracle::has_any_command_set
     0.02%        884213  java             [JIT] tid 157535      [.] 0x00007fe1556dd553
     0.02%        884198  java             [JIT] tid 157535      [.] 0x00007fe155cffabc
     0.02%        884167  java             [JIT] tid 157535      [.] 0x00007fe1556e4c81
     0.02%        884166  java             [kernel.kallsyms]     [k] selinux_inode_getattr
     0.02%        884133  java             [kernel.kallsyms]     [k] cgroup_rstat_updated
     0.02%        884104  java             [JIT] tid 157535      [.] 0x00007fe15d1d2262
     0.02%        884091  java             [JIT] tid 157535      [.] 0x00007fe1556e6831
     0.02%        884056  java             libjvm.so             [.] JVM_ArrayCopy
     0.02%        883956  java             [JIT] tid 157535      [.] 0x00007fe155d1d381
     0.02%        883943  java             ld-linux-x86-64.so.2  [.] strchr
     0.02%        883920  java             [vdso]                [.] 0x00000000000007c0
     0.02%        883899  java             [JIT] tid 157535      [.] 0x00007fe155d45a67
     0.02%        883888  java             [JIT] tid 157535      [.] 0x00007fe1556e6a4b
     0.02%        883865  C2 CompilerThre  libjvm.so             [.] VectorSet::grow
     0.02%        883853  java             [JIT] tid 157535      [.] 0x00007fe155ca036e
     0.02%        883803  java             libjvm.so             [.] InterpreterRuntime::throw_pending_exception
     0.02%        883761  C1 CompilerThre  libc.so.6             [.] __strncpy_avx2
     0.02%        883745  java             libjvm.so             [.] jvm_lookup_define_class
     0.02%        883733  java             [JIT] tid 157535      [.] 0x00007fe1556db6c3
     0.02%        883729  java             [JIT] tid 157535      [.] 0x00007fe155d2bd87
     0.02%        883687  java             [kernel.kallsyms]     [k] asm_sysvec_call_function
     0.02%        883667  java             libjvm.so             [.] Symbol::decrement_refcount
     0.02%        883620  java             [JIT] tid 157535      [.] 0x00007fe155d49038
     0.02%        883614  java             [JIT] tid 157535      [.] 0x00007fe155cd182b
     0.02%        883586  java             libjvm.so             [.] JVM_ReferenceClear
     0.02%        883553  java             [JIT] tid 157535      [.] 0x00007fe1556db4e7
     0.02%        883522  java             [JIT] tid 157535      [.] 0x00007fe155c95a45
     0.02%        883511  C2 CompilerThre  [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.02%        883422  java             [JIT] tid 157535      [.] 0x00007fe155c7ebd0
     0.02%        883405  java             [JIT] tid 157535      [.] 0x00007fe1557026f2
     0.02%        883402  java             [JIT] tid 157535      [.] 0x00007fe155d86027
     0.02%        883376  java             libjvm.so             [.] Dictionary::add_klass
     0.02%        883363  java             libjvm.so             [.] ArgumentSizeComputer::ArgumentSizeComputer
     0.02%        883358  java             [JIT] tid 157535      [.] 0x00007fe1556e2069
     0.02%        883330  java             [JIT] tid 157535      [.] 0x00007fe1556ddcc4
     0.02%        883313  java             libjvm.so             [.] ConstantPool::signature_ref_index_at
     0.02%        883298  C2 CompilerThre  [kernel.kallsyms]     [k] __mod_lruvec_page_state
     0.02%        883271  java             [JIT] tid 157535      [.] 0x00007fe1556e5863
     0.02%        883163  java             [JIT] tid 157535      [.] 0x00007fe1556dd552
     0.02%        883162  java             libjvm.so             [.] BaseBytecodeStream::dest
     0.02%        883156  java             [JIT] tid 157535      [.] 0x00007fe155cc0951
     0.02%        883130  java             [JIT] tid 157535      [.] 0x00007fe155c94940
     0.02%        883117  C2 CompilerThre  libjvm.so             [.] Assembler::init_attributes
     0.02%        883103  java             libc.so.6             [.] _IO_setb
     0.02%        883082  java             libjvm.so             [.] Annotations::make_java_array
     0.02%        883062  java             libjvm.so             [.] java_lang_reflect_AccessibleObject::set_override
     0.02%        883019  java             [JIT] tid 157535      [.] 0x00007fe1556df4c8
     0.02%        882997  C2 CompilerThre  libjvm.so             [.] StoreNNode::Opcode
     0.02%        882990  java             [JIT] tid 157535      [.] 0x00007fe15d1a8247
     0.02%        882983  java             [JIT] tid 157535      [.] 0x00007fe15d1b3b24
     0.02%        882979  java             [kernel.kallsyms]     [k] ttwu_queue_wakelist
     0.02%        882978  java             libjvm.so             [.] InstanceKlass::mark_dependent_nmethods
     0.02%        882974  java             libjvm.so             [.] LinkResolver::check_method_accessability
     0.02%        882938  C1 CompilerThre  libjvm.so             [.] IntConstant::as_IntConstant
     0.02%        882935  java             libjvm.so             [.] java_lang_String::create_from_symbol
     0.02%        882890  java             [JIT] tid 157535      [.] 0x00007fe1556eb200
     0.02%        882863  java             [JIT] tid 157535      [.] 0x00007fe155d1da25
     0.02%        882783  java             [JIT] tid 157535      [.] 0x00007fe1556e9d42
